Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Frame style (product.metafields.shopify.frame-style),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
intersecting-perspectives-no2,,,,,,,,,53x72,,,Gallery Wrapped Stretched Canvas,,,,,INTERSECTING-PERSPECTIVES-NO2-GALLERY-WRAPPED-CANVAS-53X72,0,shopify,deny,manual,1644.75,0,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
intersecting-perspectives-no2,,,,,,,,,53x72,,,Canvas Roll,,,,,INTERSECTING-PERSPECTIVES-NO2-CANVAS-ROLL-53X72,0,shopify,deny,manual,927.56,0,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
untiled-n011,Intersecting Perspectives No1,"<p>Intersecting Perspectives No.1 from the Resonating Structure collection is a compelling display of the artist's ability to invoke depth through minimalistic design. This piece strikes a commanding presence, its bold monochromatic shapes creating a stark interplay of contrast and negative space. Here, the artist employs a palette of black, white, and greys to sculpt the illusion of volume and space. The composition is both geometrically rigorous and intriguingly imprecise, suggesting a fluidity of movement within its rigid bounds. The texture applied throughout the piece gives it a tactile quality, as if the shapes are carved out of the canvas itself. Intersecting Perspectives No.1 is a masterful exercise in restraint and intentionality, where the artist uses the absence of color to emphasize form and shadow, inviting the viewer to fill the voids with personal interpretation. The artwork is a meditation on the essence of form and the space it occupies, both physically and metaphorically.</p>",VividWalls,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Artwork,,TRUE,Size,24x36,,Print Type,Gallery Wrapped Stretched Canvas,,,,,UNTILED-N011-GALLERY-WRAPPED-CANVAS-24X36,0,shopify,deny,manual,612,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/vividwalls.co_perspective_collection_intersecting_perspectives_no8_artwork.png?v=1749669568,1,"untiled-n011 Posters, Prints, & Visual Artwork 24x36 Gallery Wrapped Stretched Canvas",FALSE,Intersecting Perspectives No1 24x36 Gallery Wrapped Canvas,"Intersecting Perspectives No.1 from the Resonating Structure collection is a compelling display of the artist's ability to invoke depth through minimalistic design. This piece strikes a commanding presence, its bold monochromatic shapes creating a stark interplay of contrast and negative space. Here, the artist employs a palette of black, white, and greys to sculpt the illusion of volume and space. The composition is both geometrically rigorous and intriguingly imprecise, suggesting a fluidity of movement within its rigid bounds. The texture applied throughout the piece gives it a tactile quality, as if the shapes are carved out of the canvas itself. Intersecting Perspectives No.1 is a masterful exercise in restraint and intentionality, where the artist uses the absence of color to emphasize form and shadow, inviting the viewer to fill the voids with personal interpretation. The artwork is a meditation on the essence of form and the space it occupies, both physically and metaphorically.","Posters, Prints, & Visual Artwork",Unisex,25 - 62,,New,,,,,,,,white; black,,,,lb,,,active
untiled-n011,,,,,,,,,24x36,,,Canvas Roll,,,,,UNTILED-N011-CANVAS-ROLL-24X36,0,shopify,deny,manual,344.25,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/vivid-geometric_intersection-no9b-remix.png?v=1749669568,2,"untiled-n011 Posters, Prints, & Visual Artwork 24x36 Canvas Roll",,,,,,,,,,,,,,,,,,,,lb,,,
untiled-n011,,,,,,,,,36x48,,,Gallery Wrapped Stretched Canvas,,,,,UNTILED-N011-GALLERY-WRAPPED-CANVAS-36X48,0,shopify,deny,manual,943.5,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/vividwalls.co_perspective_collection_intersecting_perspectives_no8_artwork_bb305879-9e80-49b5-81ec-40f588445be6.png?v=1749669568,3,"untiled-n011 Posters, Prints, & Visual Artwork 36x48 Gallery Wrapped Stretched Canvas",,,,,,,,,,,,,,,,,,,,lb,,,
untiled-n011,,,,,,,,,36x48,,,Canvas Roll,,,,,UNTILED-N011-CANVAS-ROLL-36X48,0,shopify,deny,manual,535.5,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/vividwalls.co_perspective_collection_intersecting_perspectives_no8_artwork_147a35a3-dfee-40ac-8c36-4ad64a9a8b9e.png?v=1749669568,4,"untiled-n011 Posters, Prints, & Visual Artwork 53x72 Gallery Wrapped Stretched Canvas",,,,,,,,,,,,,,,,,,,,lb,,,
untiled-n011,,,,,,,,,53x72,,,Gallery Wrapped Stretched Canvas,,,,,UNTILED-N011-GALLERY-WRAPPED-CANVAS-53X72,0,shopify,deny,manual,1644.75,0,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
untiled-n011,,,,,,,,,53x72,,,Canvas Roll,,,,,UNTILED-N011-CANVAS-ROLL-53X72,0,shopify,deny,manual,927.56,0,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,lb,,,
deep-echoes,Deep Echoes,"<p>Deep Echoes from the Chromatic Echoes collection showcases a vibrant geometric composition that evokes the shimmering facets of a gemstone. The piece is characterized by layers of overlapping shapes in varying shades of deep blues, creating a visual depth that suggests a multifaceted surface. The central alignment and mirroring of shapes give the artwork a balanced and harmonious aesthetic, reminiscent of the symmetry found in natural crystals.</p>",VividWalls,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Artwork,Chromatic Echoes,TRUE,Size,53x72,,Print Type,Gallery Wrapped Stretched Canvas,,,,,DEEP-ECHOES-GALLERY-WRAPPED-53X72,0,shopify,deny,manual,1644.75,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_deep_no1_black_frame_53x72_9eef57ca-4dce-4ed9-853d-0097eaebab0a.png?v=1749669570,1,"deep-echoes Posters, Prints, & Visual Artwork 53x72 Gallery Wrapped Stretched Canvas",FALSE,Deep Echoes 53x72 Gallery Wrapped Canvas,"Deep Echoes from the Chromatic Echoes collection showcases a vibrant geometric composition that evokes the shimmering facets of a gemstone. The piece is characterized by layers of overlapping shapes in varying shades of deep blues, creating a visual depth that suggests a multifaceted surface. The central alignment and mirroring of shapes give the artwork a balanced and harmonious aesthetic, reminiscent of the symmetry found in natural crystals.","Posters, Prints, & Visual Artwork",Unisex,25 - 62,,New,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_deep_no1_no_frame_53x72_db98bf74-d666-4c20-9c9c-fa6b0a04baaf.png?v=1749669570,lb,,,active
deep-echoes,,,,,,,,,24x36,,,Gallery Wrapped Stretched Canvas,,,,,DEEP-ECHOES-GALLERY-WRAPPED-24X36,0,shopify,deny,manual,612,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_deep_no1_white_frame_53x72_bfa08f74-e7b6-4918-8c87-9bd450dcf770.png?v=1749669570,2,"deep-echoes Posters, Prints, & Visual Artwork 24x36 Canvas Roll",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_deep_no1_canvas_white_frame_24x36_61e48636-38fe-4c28-af3b-7f35b0488d36.png?v=1712344850,lb,,,
deep-echoes,,,,,,,,,24x36,,,Canvas Roll,,,,,DEEP-ECHOES-CANVAS-ROLL-24X36,0,shopify,deny,manual,344.25,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_deep_no1_no_frame_53x72_db98bf74-d666-4c20-9c9c-fa6b0a04baaf.png?v=1749669570,3,"deep-echoes Posters, Prints, & Visual Artwork 24x36 Gallery Wrapped Stretched Canvas",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_deep_no1_canvas_white_frame_24x36_61e48636-38fe-4c28-af3b-7f35b0488d36.png?v=1712344850,lb,,,
deep-echoes,,,,,,,,,36x48,,,Gallery Wrapped Stretched Canvas,,,,,DEEP-ECHOES-GALLERY-WRAPPED-36X48,0,shopify,deny,manual,943.5,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_deep_no1_canvas_black_frame_36x48_2054e543-c660-41e8-a8a0-a7c91272e953.png?v=1749669570,4,"deep-echoes Posters, Prints, & Visual Artwork 36x48 Canvas Roll",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_deep_no1_canvas_no_frame_36x48_7c27050e-b0b1-4f72-8bd7-8d98ed4389b3.png?v=1749669570,lb,,,
deep-echoes,,,,,,,,,36x48,,,Canvas Roll,,,,,DEEP-ECHOES-CANVAS-ROLL-36X48,0,shopify,deny,manual,535.5,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_deep_no1_canvas_white_frame_36x48_77e0a0b9-2f42-419f-b61f-55891f8e1777.png?v=1749669570,5,"deep-echoes Posters, Prints, & Visual Artwork 36x48 Gallery Wrapped Stretched Canvas",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_deep_no1_canvas_white_frame_36x48_77e0a0b9-2f42-419f-b61f-55891f8e1777.png?v=1749669570,lb,,,
deep-echoes,,,,,,,,,53x72,,,Canvas Roll,,,,,DEEP-ECHOES-CANVAS-ROLL-53X72,0,shopify,deny,manual,927.56,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_deep_no1_canvas_no_frame_36x48_7c27050e-b0b1-4f72-8bd7-8d98ed4389b3.png?v=1749669570,6,"deep-echoes Posters, Prints, & Visual Artwork 53x72 Canvas Roll",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_deep_no1_white_frame_53x72_bfa08f74-e7b6-4918-8c87-9bd450dcf770.png?v=1749669570,lb,,,
deep-echoes,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_deep_no1_canvas_white_frame_24x36_61e48636-38fe-4c28-af3b-7f35b0488d36.png?v=1712344850,7,,,,,,,,,,,,,,,,,,,,,,,,
space-form-no4,Space & Form no4,"Space &amp; Form no4 from the Resonating Structure collection presents an abstract geometric artwork that explores the fundamental concepts of space and form through sophisticated digital composition. This piece investigates how geometric elements can define, occupy, and transform space while simultaneously being shaped by their spatial context. The artwork demonstrates the dynamic relationship between positive and negative space, showing how form can emerge from emptiness and how emptiness can define form. Through careful manipulation of scale, positioning, and color relationships, the composition creates a sense of dimensional depth that transcends the flat digital medium. Each geometric element serves both as an individual form and as a contributor to the larger spatial narrative, creating a complex dialogue between parts and whole that invites contemplation of how we perceive and understand three-dimensional relationships in a two-dimensional space.",VividWalls,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Artwork,Space Form,TRUE,Size,53x72,,Print Type,Gallery Wrapped Stretched Canvas,,,,,SPACE-FORM-NO4-GALLERY-WRAPPED-53X72,0,shopify,deny,manual,1644.75,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/space_shape_no5_black_frame_53x72_a52e3b13-f19f-4e58-a276-dc5a137fcdd0.png?v=1749669572,1,"space-form-no4 Posters, Prints, & Visual Artwork 53x72 Gallery Wrapped Stretched Canvas",FALSE,Space & Form no4 53x72 Gallery Wrapped Canvas,,"Posters, Prints, & Visual Artwork",Unisex,25 - 62,,New,,,,,,,,,,art,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/space_shape_no5_no_frame_53x72_c9199580-9bf3-4e3c-8236-c0a022a80023.png?v=1749669572,lb,,,active
space-form-no4,,,,,,,,,24x36,,,Gallery Wrapped Stretched Canvas,,,,,SPACE-FORM-NO4-GALLERY-WRAPPED-24X36,0,shopify,deny,manual,612,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/space_shape_no5_white_frame_53x72_2bf0790a-e6f3-43b7-8efb-1d781ac12d34.png?v=1749669572,2,"space-form-no4 Posters, Prints, & Visual Artwork 24x36 Canvas Roll",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/space_shape_no5_no_frame_24x36_55acc1ee-4d51-46e4-a8b2-27dd7b5a405c.png?v=1713131135,lb,,,
space-form-no4,,,,,,,,,24x36,,,Canvas Roll,,,,,SPACE-FORM-NO4-CANVAS-ROLL-24X36,0,shopify,deny,manual,344.25,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/space_shape_no5_no_frame_53x72_c9199580-9bf3-4e3c-8236-c0a022a80023.png?v=1749669572,3,"space-form-no4 Posters, Prints, & Visual Artwork 24x36 Gallery Wrapped Stretched Canvas",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/space_shape_no5_black_frame_24x36_c3eb0ed1-fe4c-4483-9b00-7be9f9a1db1d.png?v=1713131135,lb,,,
space-form-no4,,,,,,,,,36x48,,,Gallery Wrapped Stretched Canvas,,,,,SPACE-FORM-NO4-GALLERY-WRAPPED-36X48,0,shopify,deny,manual,943.5,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/space_shape_no3_black_frame_36x48_3b06933c-fa1a-4a12-a0b8-31538d7419ad.png?v=1749669572,4,"space-form-no4 Posters, Prints, & Visual Artwork 36x48 Canvas Roll",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/space_shape_no5_no_frame_36x48_4de377ac-81ab-44c6-92e1-fc9732383fa2.png?v=1749669572,lb,,,
space-form-no4,,,,,,,,,36x48,,,Canvas Roll,,,,,SPACE-FORM-NO4-CANVAS-ROLL-36X48,0,shopify,deny,manual,535.5,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/space_shape_no5_white_frame_36x48_8efaa11d-d091-445f-9c4e-30a720705498.png?v=1749669572,5,"space-form-no4 Posters, Prints, & Visual Artwork 36x48 Gallery Wrapped Stretched Canvas",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/space_shape_no5_white_frame_36x48_8efaa11d-d091-445f-9c4e-30a720705498.png?v=1749669572,lb,,,
space-form-no4,,,,,,,,,53x72,,,Canvas Roll,,,,,SPACE-FORM-NO4-CANVAS-ROLL-53X72,0,shopify,deny,manual,927.56,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/space_shape_no5_no_frame_36x48_4de377ac-81ab-44c6-92e1-fc9732383fa2.png?v=1749669572,6,"space-form-no4 Posters, Prints, & Visual Artwork 53x72 Canvas Roll",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/space_shape_no5_white_frame_53x72_2bf0790a-e6f3-43b7-8efb-1d781ac12d34.png?v=1749669572,lb,,,
space-form-no4,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/space_shape_no5_no_frame_24x36_55acc1ee-4d51-46e4-a8b2-27dd7b5a405c.png?v=1713131135,7,,,,,,,,,,,,,,,,,,,,,,,,
space-form-no4,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/space_shape_no5_black_frame_24x36_c3eb0ed1-fe4c-4483-9b00-7be9f9a1db1d.png?v=1713131135,8,,,,,,,,,,,,,,,,,,,,,,,,
vista-echoes,Vista Echoes,"<p>Vista Echoes from the Chromatic Echoes collection presents an evocative play of shapes and colors that echo the depth and vastness of a panoramic view. Deep blues and purples form the foundation of the piece, suggesting the mysteries of the twilight sky or the depths of the ocean. Intersecting geometric forms in contrasting hues of pink and lighter blue create an illusion of light refracting through a prism, offering a sense of dimensionality and complexity.</p>",VividWalls,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Artwork,Chromatic Echoes,FALSE,Size,24x36,,Print Type,Gallery Wrapped Stretched Canvas,,,,,VISTA-ECHOES-GALLERY-WRAPPED-CANVAS-24X36,0,shopify,deny,manual,612,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_emerald_no1_canvas_black_frame_53x72_bb2293db-b647-40c6-992d-9c531efb6d00.png?v=1749669574,1,"vista-echoes Posters, Prints, & Visual Artwork 24x36 Gallery Wrapped Stretched Canvas",FALSE,Vista Echoes 24x36 Gallery Wrapped Canvas,"Vista Echoes from the Chromatic Echoes collection presents an evocative play of shapes and colors that echo the depth and vastness of a panoramic view. Deep blues and purples form the foundation of the piece, suggesting the mysteries of the twilight sky or the depths of the ocean. Intersecting geometric forms in contrasting hues of pink and lighter blue create an illusion of light refracting through a prism, offering a sense of dimensionality and complexity.","Posters, Prints, & Visual Artwork",Unisex,25 - 62,,New,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_emerald_no1_canvas_white_frame_24x36_0f0bf951-b967-4e40-937c-334badbad7ae.png?v=1713715727,lb,,,draft
vista-echoes,,,,,,,,,24x36,,,Canvas Roll,,,,,VISTA-ECHOES-CANVAS-ROLL-24X36,0,shopify,deny,manual,344.25,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_emerald_no1_canvas_white_frame_53x72_dba83b50-3ef0-47b3-a4bd-32cfaf5ab323.png?v=1749669574,2,"vista-echoes Posters, Prints, & Visual Artwork 24x36 Canvas Roll",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_emerald_no1_canvas_no_frame_24x36_433d44d2-1ef5-46ff-9510-cbb5970180e5.png?v=1713715729,lb,,,
vista-echoes,,,,,,,,,36x48,,,Gallery Wrapped Stretched Canvas,,,,,VISTA-ECHOES-GALLERY-WRAPPED-CANVAS-36X48,0,shopify,deny,manual,943.5,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_emerald_no1_canvas_no_frame_53x72_95cdfa3d-a86d-4d72-a90a-5f6a605525ff.png?v=1749669574,3,"vista-echoes Posters, Prints, & Visual Artwork 36x48 Gallery Wrapped Stretched Canvas",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/ChromaticEchos_emerald_no1_canvas_black_frame_36x48_c1817d3f-aead-4592-8f0e-157a0e098973.png?v=1749669574,lb,,,
vista-echoes,,,,,,,,,36x48,,,Canvas Roll,,,,,VISTA-ECHOES-CANVAS-ROLL-36X48,0,shopify,deny,manual,535.5,0,TRUE,FALSE,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_emerald_no1_canvas_no_frame_36x48_0be81b24-d26b-4263-8fbd-c1aaf6623e7b.png?v=1749669574,4,"vista-echoes Posters, Prints, & Visual Artwork 36x48 Canvas Roll",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_emerald_no1_canvas_white_frame_36x48_ef0b1bb9-861d-4427-83d0-813fb526679c.png?v=1749669574,lb,,,
