Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Frame style (product.metafields.shopify.frame-style),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
dark-kimono,,,,,,,,,36x48,,,Canvas Roll,,,,,DARK-KIMONO-CANVAS-ROLL-36X48,0.0,shopify,deny,manual,237.18,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/HomeSceneLivingRoom_Artworks-Geometric_Symmetry-03.png?v=1750792183,4,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/dark_kimono_no3_canvas_no_frame_36x48_d868c3f6-c2fe-4410-9d9b-bbfb5fa9d488.png?v=1749669626,lb,,,
dark-kimono,,,,,,,,,24x36,,,Gallery Wrapped Stretched Canvas,,,,,DARK-KIMONO-GALLERY-WRAPPED-CANVAS-24X36,0.0,shopify,deny,manual,204.00,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/GeometricSymetry_Dark-36x48.png?v=1750792221,5,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/dark_kimono_no3_canvas_no_frame_24x36_eeb1508e-63da-4d49-b375-f6ca9dca0019.png?v=1712267358,lb,,,
dark-kimono,,,,,,,,,24x36,,,Canvas Roll,,,,,DARK-KIMONO-CANVAS-ROLL-24X36,0.0,shopify,deny,manual,153.00,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/Rolled-Canvas-Mockup-GeometricSymmitry-03a.png?v=1750792466,6,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/dark_kimono_no3_canvas_no_frame_24x36_eeb1508e-63da-4d49-b375-f6ca9dca0019.png?v=1712267358,lb,,,
dark-kimono,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/Rolled-Canvas-Mockup-Geometric_Symmetry-03b.png?v=1750792466,7,"",,,,,,,,,,,,,,,,,,,,,,,
deep-echoes,Deep Echoes,"<p>Deep Echoes from the Chromatic Echoes collection showcases a vibrant geometric composition that evokes the shimmering facets of a gemstone. The piece is characterized by layers of overlapping shapes in varying shades of deep blues, creating a visual depth that suggests a multifaceted surface. The central alignment and mirroring of shapes give the artwork a balanced and harmonious aesthetic, reminiscent of the symmetry found in natural crystals.</p>",VividWalls,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Artwork,Chromatic Echoes,true,Size,53x72,,Print Type,Gallery Wrapped Stretched Canvas,,,,,DEEP-ECHOES-GALLERY-WRAPPED-53X72,0.0,shopify,deny,manual,550.92,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Deep-Echoes-48x72.png?v=1750801420,1,"",false,Deep Echoes 53x72 Gallery Wrapped Canvas,"Deep Echoes from the Chromatic Echoes collection showcases a vibrant geometric composition that evokes the shimmering facets of a gemstone. The piece is characterized by layers of overlapping shapes in varying shades of deep blues, creating a visual depth that suggests a multifaceted surface. The central alignment and mirroring of shapes give the artwork a balanced and harmonious aesthetic, reminiscent of the symmetry found in natural crystals.","Posters, Prints, & Visual Artwork",Unisex,25 - 62,,New,,,,,,,,navy; purple; black; geometric,unframed; gallery-wrapped; canvas,art; abstract-art; modern,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Deep-Echoes-48x72.png?v=1750801420,lb,,,active
deep-echoes,,,,,,,,,53x72,,,Canvas Roll,,,,,DEEP-ECHOES-CANVAS-ROLL-53X72,0.0,shopify,deny,manual,413.39,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_deep_no1_canvas_no_frame_36x48_7c27050e-b0b1-4f72-8bd7-8d98ed4389b3.png?v=1750801420,2,"deep-echoes Posters, Prints, & Visual Artwork 53x72 Canvas Roll",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/VividWalls_ArtworkProductMockup-Deep-Echoes-48x72.png?v=1750801420,lb,,,
deep-echoes,,,,,,,,,36x48,,,Gallery Wrapped Stretched Canvas,,,,,DEEP-ECHOES-GALLERY-WRAPPED-36X48,0.0,shopify,deny,manual,315.94,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_deep_no1_canvas_white_frame_24x36_61e48636-38fe-4c28-af3b-7f35b0488d36.png?v=1750801420,3,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_deep_no1_canvas_no_frame_36x48_7c27050e-b0b1-4f72-8bd7-8d98ed4389b3.png?v=1750801420,lb,,,
deep-echoes,,,,,,,,,36x48,,,Canvas Roll,,,,,DEEP-ECHOES-CANVAS-ROLL-36X48,0.0,shopify,deny,manual,237.18,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/HomeSceneLivingRoom_Artworks-Deep-Echoes.png?v=1750801420,4,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_deep_no1_canvas_no_frame_36x48_7c27050e-b0b1-4f72-8bd7-8d98ed4389b3.png?v=1750801420,lb,,,
deep-echoes,,,,,,,,,24x36,,,Gallery Wrapped Stretched Canvas,,,,,DEEP-ECHOES-GALLERY-WRAPPED-24X36,0.0,shopify,deny,manual,204.00,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/ChromaticEchos-Deep.png?v=1750801420,5,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_deep_no1_canvas_white_frame_24x36_61e48636-38fe-4c28-af3b-7f35b0488d36.png?v=1750801420,lb,,,
deep-echoes,,,,,,,,,24x36,,,Canvas Roll,,,,,DEEP-ECHOES-CANVAS-ROLL-24X36,0.0,shopify,deny,manual,153.00,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/Rolled-Canvas-Mockup-Deep-Echoes-01a.png?v=1750801420,6,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/chromatic_echos_deep_no1_canvas_white_frame_24x36_61e48636-38fe-4c28-af3b-7f35b0488d36.png?v=1750801420,lb,,,
deep-echoes,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/Rolled-Canvas-Mockup-Deep-Echoes-01b.png?v=1750801420,7,"",,,,,,,,,,,,,,,,,,,,,,,
earthy-weave,Earthy Weave,"<p>Earthy Weave from the Vivid Layers collection is a harmonious blend of nature-inspired tones and geometric precision. This piece artfully combines the organic palette of earthy browns, forest greens, and deep blues with the structured clarity of geometric shapes. The overlapping and intertwining of the shapes create a sense of woven fabric, meticulously crafted from the natural colors of the earth. The play of light and shadow within the colors adds a dynamic quality, suggesting depth and movement, making ""Earthy Weave"" a sophisticated visual experience that encapsulates both the randomness and the order found in nature.</p>",VividWalls,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Artwork,Vivid Layers,true,Size,53x72,,Print Type,Gallery Wrapped Stretched Canvas,,,,,EARTHY-WEAVE-GALLERY-WRAPPED-CANVAS-53X72,0.0,shopify,deny,manual,550.92,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/earthy_weave_no3_white_frame-53x72_28764ec4-e703-4b27-a00d-6dce62e2ca71.png?v=1749669657,1,"earthy-weave Posters, Prints, & Visual Artwork 24x36 Canvas Roll",false,Earthy Weave 24x36 Gallery Wrapped Canvas,"Earthy Weavefrom the Vivid Layerscollection is a harmonious blend of nature-inspired tones and geometric precision. This piece artfully combines the organic palette of earthy browns, forest greens, and deep blues with the structured clarity of geometric shapes. The overlapping and intertwining of the shapes create a sense of woven fabric, meticulously crafted from the natural colors of the earth. The play of light and shadow within the colors adds a dynamic quality, suggesting depth and movement, making ""Earthy Weave"" a sophisticated visual experience that encapsulates both the randomness and the order found in nature.","Posters, Prints, & Visual Artwork",Unisex,25 - 62,,New,,,,,,,,geometric,unframed; gallery-wrapped; canvas,nature,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/earthy_weave_no3_white_frame-53x72_28764ec4-e703-4b27-a00d-6dce62e2ca71.png?v=1749669657,lb,,,active
earthy-weave,,,,,,,,,53x72,,,Canvas Roll,,,,,EARTHY-WEAVE-CANVAS-ROLL-53X72,0.0,shopify,deny,manual,413.39,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/earthy_weave_no3_white_frame-36x48_c1789a42-3602-4f75-b371-554c2c5f8cf0.png?v=1749669657,2,"earthy-weave Posters, Prints, & Visual Artwork 53x72 Gallery Wrapped Stretched Canvas",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/earthy_weave_no3_white_frame-53x72_28764ec4-e703-4b27-a00d-6dce62e2ca71.png?v=1749669657,lb,,,
earthy-weave,,,,,,,,,36x48,,,Gallery Wrapped Stretched Canvas,,,,,EARTHY-WEAVE-GALLERY-WRAPPED-CANVAS-36X48,0.0,shopify,deny,manual,315.94,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/earthy_weave_no3_no_frame-24x36.png?v=1712235464,3,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/earthy_weave_no3_white_frame-36x48_c1789a42-3602-4f75-b371-554c2c5f8cf0.png?v=1749669657,lb,,,
earthy-weave,,,,,,,,,36x48,,,Canvas Roll,,,,,EARTHY-WEAVE-CANVAS-ROLL-36X48,0.0,shopify,deny,manual,237.18,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/HomeSceneLivingRoom_One_48x72_VividGeoInter-no13_Artworks.png?v=1706390767,4,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/earthy_weave_no3_white_frame-36x48_c1789a42-3602-4f75-b371-554c2c5f8cf0.png?v=1749669657,lb,,,
earthy-weave,,,,,,,,,24x36,,,Gallery Wrapped Stretched Canvas,,,,,EARTHY-WEAVE-GALLERY-WRAPPED-CANVAS-24X36,0.0,shopify,deny,manual,204.00,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/vivid-geometric_intersection-no13.png?v=1750715357,5,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/earthy_weave_no3_no_frame-24x36.png?v=1712235464,lb,,,
earthy-weave,,,,,,,,,24x36,,,Canvas Roll,,,,,EARTHY-WEAVE-CANVAS-ROLL-24X36,0.0,shopify,deny,manual,153.00,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/Rolled-Canvas-Mockup-VividLayer-13a.png?v=1750715753,6,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/earthy_weave_no3_no_frame-24x36.png?v=1712235464,lb,,,
earthy-weave,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/Rolled-Canvas-Mockup-VividLayer-13b.png?v=1750715753,7,"",,,,,,,,,,,,,,,,,,,,,,,
fractal-color-dark-double,Fractal Dark no1,"<p>Fractal Dark no1 from the Fractal collection features symmetric fractal art that cascades in a mesmerizing display of blues, oranges, and reds. The design creates the illusion of depth, with layers that seem to spiral into infinity. Each pattern mirrors and complements the other, forming a balanced composition that draws the eye deeper into its geometric complexity. The artwork's rich color palette transitions from deep, moody blues to vibrant oranges and reds, creating a dynamic visual experience that captures the mathematical beauty inherent in fractal geometry.</p>",VividWalls,"Home & Garden > Decor > Artwork > Posters, Prints, & Visual Artwork",Artwork,Fractal,true,Size,53x72,,Print Type,Gallery Wrapped Stretched Canvas,,,,,FRACTAL-COLOR-DARK-DOUBLE-GALLERY-WRAPPED-CANVAS-53X72,0.0,shopify,deny,manual,550.92,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/fractal_dark_no1_black_frame_72x53_4549fa1d-a421-4027-9c7c-6e2e2590a8b3.png?v=1750687366,1,"fractal-color-dark-double Posters, Prints, & Visual Artwork 24x36 Gallery Wrapped Stretched Canvas",false,Fractal Color Dark Double 24x36 Gallery Wrapped Canvas,"Fractal Color Dark Doublefrom the Fractalcollection features symmetric fractal art that cascades in a mesmerizing display of blues, oranges, and reds. The design creates the illusion of depth, with layers that seem to spiral into infinity. Each pattern mirrors and complements the other, forming a balanced composition that draws the eye deeper into its geometric complexity. The artwork's rich color palette transitions from deep, moody blues to vibrant oranges and reds, creating a dynamic visual experience that captures the mathematical beauty inherent in fractal geometry.","Posters, Prints, & Visual Artwork",Unisex,25 - 62,,New,,,,,,,,geometric; black,,art,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/fractal_dark_no1_black_frame_72x53_4549fa1d-a421-4027-9c7c-6e2e2590a8b3.png?v=1750687366,lb,,,active
fractal-color-dark-double,,,,,,,,,53x72,,,Canvas Roll,,,,,FRACTAL-COLOR-DARK-DOUBLE-CANVAS-ROLL-53X72,0.0,shopify,deny,manual,413.39,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/FractalColor_001_DoubleDark_White_Frame-48x36_90070074-7cd6-4344-8b9d-60b90a8c58b2.png?v=1750687366,2,"fractal-color-dark-double Posters, Prints, & Visual Artwork 53x72 Canvas Roll",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/fractal_dark_no1_black_frame_72x53_4549fa1d-a421-4027-9c7c-6e2e2590a8b3.png?v=1750687366,lb,,,
fractal-color-dark-double,,,,,,,,,36x48,,,Gallery Wrapped Stretched Canvas,,,,,FRACTAL-COLOR-DARK-DOUBLE-GALLERY-WRAPPED-CANVAS-36X48,0.0,shopify,deny,manual,315.94,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/FractalColor_001_DoubleDark_White_Frame-36x24.png?v=1750687366,3,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/FractalColor_001_DoubleDark_White_Frame-48x36_90070074-7cd6-4344-8b9d-60b90a8c58b2.png?v=1750687366,lb,,,
fractal-color-dark-double,,,,,,,,,36x48,,,Canvas Roll,,,,,FRACTAL-COLOR-DARK-DOUBLE-CANVAS-ROLL-36X48,0.0,shopify,deny,manual,237.18,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/HomeOfficeScene-72x48_FractalColor_Dark_Artwork.png?v=1750687366,4,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/FractalColor_001_DoubleDark_White_Frame-48x36_90070074-7cd6-4344-8b9d-60b90a8c58b2.png?v=1750687366,lb,,,
fractal-color-dark-double,,,,,,,,,24x36,,,Gallery Wrapped Stretched Canvas,,,,,FRACTAL-COLOR-DARK-DOUBLE-GALLERY-WRAPPED-CANVAS-24X36,0.0,shopify,deny,manual,204.00,0.00,true,false,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/Fractal-Color-0001_4000x3133_adb6012d-8f53-40fd-8f5e-a2946368c4c9.png?v=1750706666,5,"",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/FractalColor_001_DoubleDark_White_Frame-36x24.png?v=1750687366,lb,,,
fractal-color-dark-double,,,,,,,,,24x36,,,Canvas Roll,,,,,FRACTAL-COLOR-DARK-DOUBLE-CANVAS-ROLL-24X36,0.0,shopify,deny,manual,153.00,0.00,true,false,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/1504/4639/files/FractalColor_001_DoubleDark_White_Frame-36x24.png?v=1750687366,lb,,,
